transaction_product_id,transaction_id,product_name,product_category
13478,131861,Streaming,Entertainment
13479,129670,Convenience Store,Retail
13480,58500,Education Payment,Education
13481,5108,Food Delivery,Food
13482,185143,Transportation,Transport
13483,35984,Ride Hailing,Transport
13484,63529,Gaming Voucher,Entertainment
13485,166966,Bill Payment,Utilities
13486,58419,Healthcare,Healthcare
13487,148505,Online Shopping,E-Commerce
13488,97270,University Payment,Education
13489,84922,Digital Subscription,Entertainment
13490,48280,Marketplace,E-Commerce
13491,196464,Healthcare,Healthcare
13492,36403,Education Payment,Education
13493,99666,Transportation,Transport
13494,135052,Internet Package,Digital Goods
13495,183023,Online Shopping,E-Commerce
13496,126675,Bill Payment,Utilities
13497,183182,Digital Subscription,Entertainment
13498,30534,Internet Package,Digital Goods
13499,145575,Transportation,Transport
13500,3099,Restaurant,Food
13501,40360,Mobile Top Up,Digital Goods
13502,76644,Travel,Travel
13503,9741,Online Shopping,E-Commerce
13504,23590,Electricity Token,Utilities
13505,14124,Mobile Top Up,Digital Goods
13506,189172,Internet Package,Digital Goods
13507,145474,Education Payment,Education
13508,158256,Online Shopping,E-Commerce
13509,56483,Digital Subscription,Entertainment
13510,90124,Bill Payment,Utilities
13511,184009,Electricity Token,Utilities
13512,77405,Other,Other
13513,160564,Travel,Travel
13514,120244,Transportation,Transport
13515,104396,Streaming,Entertainment
13516,24127,Streaming,Entertainment
13517,31695,Food Delivery,Food
13518,71404,Digital Subscription,Entertainment
13519,198800,Mobile Top Up,Digital Goods
13520,36801,University Payment,Education
13521,119699,Travel,Travel
13522,83437,Mobile Top Up,Digital Goods
13523,172690,Travel,Travel
13524,51939,Gaming Voucher,Entertainment
13525,49060,Convenience Store,Retail
13526,125026,Online Shopping,E-Commerce
13527,9640,Restaurant,Food
13528,180757,Education Payment,Education
13529,41763,Other,Other
13530,65712,Restaurant,Food
13531,184635,Gaming Voucher,Entertainment
13532,113480,Online Shopping,E-Commerce
13533,3590,Mobile Top Up,Digital Goods
13534,119278,Bill Payment,Utilities
13535,70719,Mobile Top Up,Digital Goods
13536,5334,Food Delivery,Food
13537,91056,Food Delivery,Food
13538,176075,University Payment,Education
13539,14507,Transportation,Transport
13540,85774,Travel,Travel
13541,171026,Internet Package,Digital Goods
13542,188269,School Payment,Education
13543,116332,Internet Package,Digital Goods
13544,30143,Restaurant,Food
13545,34074,Online Shopping,E-Commerce
13546,39198,Bill Payment,Utilities
13547,15259,School Payment,Education
13548,61331,Transportation,Transport
13549,154794,Digital Subscription,Entertainment
13550,64065,Internet Package,Digital Goods
13551,195955,Travel,Travel
13552,6901,Online Shopping,E-Commerce
13553,16072,Bill Payment,Utilities
13554,108380,School Payment,Education
13555,186222,Bill Payment,Utilities
13556,129726,Transportation,Transport
13557,127961,Marketplace,E-Commerce
13558,85937,Bill Payment,Utilities
13559,91005,Travel,Travel
13560,181844,Healthcare,Healthcare
13561,73961,Online Shopping,E-Commerce
13562,109222,Bill Payment,Utilities
13563,89128,Education Payment,Education
13564,41290,Electricity Token,Utilities
13565,100333,Gaming Voucher,Entertainment
13566,9281,Digital Subscription,Entertainment
13567,5527,Streaming,Entertainment
13568,136731,Transportation,Transport
13569,93863,Travel,Travel
13570,305,School Payment,Education
13571,52788,Digital Subscription,Entertainment
13572,191586,Mobile Top Up,Digital Goods
13573,161037,Healthcare,Healthcare
13574,38128,Streaming,Entertainment
13575,155905,Restaurant,Food
13576,185110,School Payment,Education
13577,50933,School Payment,Education
13578,159213,Other,Other
13579,160960,Education Payment,Education
13580,69755,Other,Other
13581,31151,Education Payment,Education
13582,81436,Online Shopping,E-Commerce
13583,95869,Healthcare,Healthcare
13584,16039,Ride Hailing,Transport
13585,99103,Internet Package,Digital Goods
13586,135609,Ride Hailing,Transport
13587,74824,Digital Subscription,Entertainment
13588,9297,Mobile Top Up,Digital Goods
13589,73368,Digital Subscription,Entertainment
13590,92847,Mobile Top Up,Digital Goods
13591,42876,Ride Hailing,Transport
13592,158272,Convenience Store,Retail
13593,188331,Other,Other
13594,101226,Restaurant,Food
13595,79948,Travel,Travel
13596,81946,School Payment,Education
13597,182720,Convenience Store,Retail
13598,163418,Electricity Token,Utilities
13599,104699,Digital Subscription,Entertainment
13600,153660,Other,Other
13601,101206,Education Payment,Education
13602,83473,School Payment,Education
13603,45040,Travel,Travel
13604,121528,University Payment,Education
13605,191011,Gaming Voucher,Entertainment
13606,137412,School Payment,Education
13607,17270,Gaming Voucher,Entertainment
13608,184184,Bill Payment,Utilities
13609,101587,Healthcare,Healthcare
13610,189137,Transportation,Transport
13611,174633,Other,Other
13612,26529,Electricity Token,Utilities
13613,82087,Healthcare,Healthcare
13614,186041,University Payment,Education
13615,146298,Food Delivery,Food
13616,62249,Marketplace,E-Commerce
13617,97817,Healthcare,Healthcare
13618,44563,Healthcare,Healthcare
13619,88291,University Payment,Education
13620,170941,Bill Payment,Utilities
13621,105241,Ride Hailing,Transport
13622,20313,Restaurant,Food
13623,193426,Transportation,Transport
13624,63354,Other,Other
13625,78833,Healthcare,Healthcare
13626,6933,Ride Hailing,Transport
13627,185199,Internet Package,Digital Goods
13628,130418,Restaurant,Food
13629,113187,Gaming Voucher,Entertainment
13630,165381,Streaming,Entertainment
13631,112121,Electricity Token,Utilities
13632,67415,Bill Payment,Utilities
13633,106465,Online Shopping,E-Commerce
13634,48942,Convenience Store,Retail
13635,91367,Transportation,Transport
13636,195359,Healthcare,Healthcare
13637,45807,Food Delivery,Food
13638,191732,Bill Payment,Utilities
13639,69114,Travel,Travel
13640,164145,Mobile Top Up,Digital Goods
13641,125503,Ride Hailing,Transport
13642,137955,Other,Other
13643,188677,Internet Package,Digital Goods
13644,9963,Marketplace,E-Commerce
13645,70677,Ride Hailing,Transport
13646,55227,Ride Hailing,Transport
13647,2190,Gaming Voucher,Entertainment
13648,173076,Ride Hailing,Transport
13649,185000,Digital Subscription,Entertainment
13650,82948,Ride Hailing,Transport
13651,135912,Healthcare,Healthcare
13652,189978,University Payment,Education
13653,98586,Gaming Voucher,Entertainment
13654,114215,Restaurant,Food
13655,61991,Ride Hailing,Transport
13656,68287,Transportation,Transport
13657,180918,School Payment,Education
13658,95057,Convenience Store,Retail
13659,198400,Electricity Token,Utilities
13660,192167,Transportation,Transport
13661,189292,Mobile Top Up,Digital Goods
13662,183473,Internet Package,Digital Goods
13663,15604,Ride Hailing,Transport
13664,159450,Marketplace,E-Commerce
13665,3008,Gaming Voucher,Entertainment
13666,100914,Marketplace,E-Commerce
13667,163238,Bill Payment,Utilities
13668,188365,Internet Package,Digital Goods
13669,133515,Restaurant,Food
13670,145693,Food Delivery,Food
13671,53165,Bill Payment,Utilities
13672,67355,Education Payment,Education
13673,63981,Marketplace,E-Commerce
13674,105289,Ride Hailing,Transport
13675,129993,Transportation,Transport
13676,28921,Restaurant,Food
13677,191291,Online Shopping,E-Commerce
13678,17042,School Payment,Education
13679,197753,Mobile Top Up,Digital Goods
13680,68807,Healthcare,Healthcare
13681,68032,Marketplace,E-Commerce
13682,73892,Internet Package,Digital Goods
13683,47206,Digital Subscription,Entertainment
13684,69441,Streaming,Entertainment
13685,123451,Convenience Store,Retail
13686,165916,Other,Other
13687,133000,Electricity Token,Utilities
13688,82217,Mobile Top Up,Digital Goods
13689,23305,Digital Subscription,Entertainment
13690,133920,Marketplace,E-Commerce
13691,193743,Convenience Store,Retail
13692,106221,Other,Other
13693,145948,Healthcare,Healthcare
13694,72373,Food Delivery,Food
13695,17089,Streaming,Entertainment
13696,130187,Education Payment,Education
13697,77027,Electricity Token,Utilities
13698,158477,Online Shopping,E-Commerce
13699,129226,Gaming Voucher,Entertainment
13700,68193,Healthcare,Healthcare
13701,110704,Education Payment,Education
13702,9627,Transportation,Transport
13703,167100,Travel,Travel
13704,49704,Internet Package,Digital Goods
13705,139894,Other,Other
13706,48780,Mobile Top Up,Digital Goods
13707,142238,Food Delivery,Food
13708,37577,Education Payment,Education
13709,90602,Bill Payment,Utilities
13710,86761,Digital Subscription,Entertainment
13711,168053,Restaurant,Food
13712,177534,Online Shopping,E-Commerce
13713,44702,Travel,Travel
13714,5020,University Payment,Education
13715,30616,Mobile Top Up,Digital Goods
13716,183351,Online Shopping,E-Commerce
13717,38254,School Payment,Education
13718,18890,Food Delivery,Food
13719,77874,Streaming,Entertainment
13720,190855,Internet Package,Digital Goods
13721,142544,University Payment,Education
13722,100236,Online Shopping,E-Commerce
13723,71356,Restaurant,Food
13724,144804,Mobile Top Up,Digital Goods
13725,154894,Convenience Store,Retail
13726,42444,Gaming Voucher,Entertainment
13727,14259,Digital Subscription,Entertainment
13728,80552,Transportation,Transport
13729,46626,Online Shopping,E-Commerce
13730,162484,Other,Other
13731,24027,Convenience Store,Retail
13732,97146,Bill Payment,Utilities
13733,117039,Convenience Store,Retail
13734,58456,Education Payment,Education
13735,17528,Internet Package,Digital Goods
13736,178576,Other,Other
13737,52811,Healthcare,Healthcare
13738,124462,Electricity Token,Utilities
13739,185296,Mobile Top Up,Digital Goods
13740,102012,Gaming Voucher,Entertainment
13741,13158,Marketplace,E-Commerce
13742,64239,Digital Subscription,Entertainment
13743,116108,Electricity Token,Utilities
13744,104480,Transportation,Transport
13745,158887,Digital Subscription,Entertainment
13746,43732,Streaming,Entertainment
13747,69417,Electricity Token,Utilities
13748,123997,Digital Subscription,Entertainment
13749,149231,Gaming Voucher,Entertainment
13750,9794,Marketplace,E-Commerce
13751,123810,University Payment,Education
13752,40019,Online Shopping,E-Commerce
13753,131169,Bill Payment,Utilities
13754,166941,Streaming,Entertainment
13755,103686,Food Delivery,Food
13756,112197,Digital Subscription,Entertainment
13757,148,Food Delivery,Food
13758,17011,Ride Hailing,Transport
13759,173625,Other,Other
13760,152185,School Payment,Education
13761,170605,Ride Hailing,Transport
13762,56475,Internet Package,Digital Goods
13763,94940,Gaming Voucher,Entertainment
13764,21310,Restaurant,Food
13765,181521,Ride Hailing,Transport
13766,177298,Healthcare,Healthcare
13767,40123,Other,Other
13768,4725,Transportation,Transport
13769,94679,Transportation,Transport
13770,168620,Education Payment,Education
13771,44755,Digital Subscription,Entertainment
13772,22808,School Payment,Education
13773,172530,Streaming,Entertainment
13774,93757,Gaming Voucher,Entertainment
13775,40832,School Payment,Education
13776,37459,Digital Subscription,Entertainment
13777,34685,Internet Package,Digital Goods
13778,35205,Restaurant,Food
13779,130587,Healthcare,Healthcare
13780,90013,Travel,Travel
13781,143141,Transportation,Transport
13782,161263,Convenience Store,Retail
13783,25032,Gaming Voucher,Entertainment
13784,182911,Mobile Top Up,Digital Goods
13785,199519,Gaming Voucher,Entertainment
13786,197889,Marketplace,E-Commerce
13787,38132,Online Shopping,E-Commerce
13788,135167,Gaming Voucher,Entertainment
13789,182366,Mobile Top Up,Digital Goods
13790,47759,Bill Payment,Utilities
13791,45585,Transportation,Transport
13792,151188,Bill Payment,Utilities
13793,41454,Transportation,Transport
13794,109626,School Payment,Education
13795,22891,Restaurant,Food
13796,36236,Ride Hailing,Transport
13797,142875,University Payment,Education
13798,120357,Convenience Store,Retail
13799,175621,Ride Hailing,Transport
13800,143857,Ride Hailing,Transport
13801,72188,Electricity Token,Utilities
13802,113128,Travel,Travel
13803,13570,Streaming,Entertainment
13804,45069,Food Delivery,Food
13805,45381,Convenience Store,Retail
13806,102147,Gaming Voucher,Entertainment
13807,162011,Other,Other
13808,105187,Food Delivery,Food
13809,150379,Other,Other
13810,59849,Travel,Travel
13811,159020,School Payment,Education
13812,104413,Internet Package,Digital Goods
13813,149369,Online Shopping,E-Commerce
13814,1839,Internet Package,Digital Goods
13815,17748,University Payment,Education
13816,33571,Streaming,Entertainment
13817,94607,Food Delivery,Food
13818,164586,Food Delivery,Food
13819,106546,Transportation,Transport
13820,151812,Convenience Store,Retail
13821,27663,Gaming Voucher,Entertainment
13822,3842,Transportation,Transport
13823,63300,Streaming,Entertainment
13824,105829,University Payment,Education
13825,80659,Ride Hailing,Transport
13826,189586,Food Delivery,Food
13827,180926,Ride Hailing,Transport
13828,97463,Travel,Travel
13829,25072,Healthcare,Healthcare
13830,6753,Restaurant,Food
13831,125782,Electricity Token,Utilities
13832,30501,Electricity Token,Utilities
13833,44225,Education Payment,Education
13834,44854,Online Shopping,E-Commerce
13835,56882,Transportation,Transport
13836,85430,Streaming,Entertainment
13837,45057,Restaurant,Food
13838,68053,University Payment,Education
13839,26438,Internet Package,Digital Goods
13840,41648,Convenience Store,Retail
13841,68072,Digital Subscription,Entertainment
13842,43678,Marketplace,E-Commerce
13843,40489,Electricity Token,Utilities
13844,93654,Food Delivery,Food
13845,110299,Restaurant,Food
13846,168902,Healthcare,Healthcare
13847,32749,Bill Payment,Utilities
13848,182138,Streaming,Entertainment
13849,184875,Mobile Top Up,Digital Goods
13850,144032,University Payment,Education
13851,91816,Electricity Token,Utilities
13852,148937,Digital Subscription,Entertainment
13853,8595,Food Delivery,Food
13854,199918,Digital Subscription,Entertainment
13855,93891,Restaurant,Food
13856,87748,Education Payment,Education
13857,190579,Food Delivery,Food
13858,93123,Electricity Token,Utilities
13859,80215,Food Delivery,Food
13860,39175,Marketplace,E-Commerce
13861,54267,Transportation,Transport
13862,43566,University Payment,Education
13863,148524,Food Delivery,Food
13864,93345,Convenience Store,Retail
13865,56744,Streaming,Entertainment
13866,72691,Gaming Voucher,Entertainment
13867,126759,Bill Payment,Utilities
13868,43728,Restaurant,Food
13869,134897,Mobile Top Up,Digital Goods
13870,196739,Online Shopping,E-Commerce
13871,117322,Education Payment,Education
13872,84233,Other,Other
13873,55240,Travel,Travel
13874,41061,Electricity Token,Utilities
13875,167411,Bill Payment,Utilities
13876,199983,Healthcare,Healthcare
13877,98478,Electricity Token,Utilities
13878,180693,Convenience Store,Retail
13879,192361,Food Delivery,Food
13880,199436,Streaming,Entertainment
13881,185025,Transportation,Transport
13882,135650,School Payment,Education
13883,15918,Travel,Travel
13884,148196,Ride Hailing,Transport
13885,10199,University Payment,Education
13886,150315,School Payment,Education
13887,130647,Food Delivery,Food
13888,148785,Electricity Token,Utilities
13889,190337,Restaurant,Food
13890,180301,Transportation,Transport
13891,50775,Other,Other
13892,44427,Marketplace,E-Commerce
13893,157164,Travel,Travel
13894,111714,Other,Other
13895,141253,Convenience Store,Retail
13896,67311,School Payment,Education
13897,134647,Education Payment,Education
13898,178791,Bill Payment,Utilities
13899,13865,Transportation,Transport
13900,120068,Food Delivery,Food
13901,133441,Mobile Top Up,Digital Goods
13902,91595,Other,Other
13903,110467,Online Shopping,E-Commerce
13904,60635,Marketplace,E-Commerce
13905,24077,Online Shopping,E-Commerce
13906,160389,Mobile Top Up,Digital Goods
13907,193634,Ride Hailing,Transport
13908,7746,University Payment,Education
13909,150130,Ride Hailing,Transport
13910,115484,Convenience Store,Retail
13911,198194,Education Payment,Education
13912,185868,Transportation,Transport
13913,23621,Other,Other
13914,102206,Other,Other
13915,110359,Other,Other
13916,60086,University Payment,Education
13917,57394,Internet Package,Digital Goods
13918,18177,Online Shopping,E-Commerce
13919,19961,University Payment,Education
13920,8689,Mobile Top Up,Digital Goods
13921,7897,Bill Payment,Utilities
13922,24742,Streaming,Entertainment
13923,89455,Gaming Voucher,Entertainment
13924,169349,Internet Package,Digital Goods
13925,196290,Bill Payment,Utilities
13926,71286,Internet Package,Digital Goods
13927,195720,Convenience Store,Retail
13928,65828,Ride Hailing,Transport
13929,21716,Digital Subscription,Entertainment
13930,144138,Online Shopping,E-Commerce
13931,29648,Online Shopping,E-Commerce
13932,139951,School Payment,Education
13933,131939,Healthcare,Healthcare
13934,81687,Healthcare,Healthcare
13935,136764,University Payment,Education
13936,3223,Healthcare,Healthcare
13937,170262,Streaming,Entertainment
13938,188152,Digital Subscription,Entertainment
13939,172778,Digital Subscription,Entertainment
13940,68320,Online Shopping,E-Commerce
13941,58692,Electricity Token,Utilities
13942,85107,Mobile Top Up,Digital Goods
13943,162289,Gaming Voucher,Entertainment
13944,153190,Online Shopping,E-Commerce
13945,34989,Ride Hailing,Transport
13946,8060,Gaming Voucher,Entertainment
13947,86128,School Payment,Education
13948,33766,Food Delivery,Food
13949,67214,Restaurant,Food
13950,134215,Restaurant,Food
13951,145112,Mobile Top Up,Digital Goods
13952,93884,University Payment,Education
13953,61031,Marketplace,E-Commerce
13954,9121,Marketplace,E-Commerce
13955,54293,School Payment,Education
13956,100084,Streaming,Entertainment
13957,145201,Travel,Travel
13958,158511,School Payment,Education
13959,68066,Streaming,Entertainment
13960,86931,Online Shopping,E-Commerce
13961,160586,University Payment,Education
13962,95219,Gaming Voucher,Entertainment
13963,12209,Education Payment,Education
13964,23251,Convenience Store,Retail
13965,121299,Transportation,Transport
13966,168951,School Payment,Education
13967,145764,Transportation,Transport
13968,173192,University Payment,Education
13969,134123,Food Delivery,Food
13970,46377,Marketplace,E-Commerce
13971,154739,Online Shopping,E-Commerce
13972,100924,Streaming,Entertainment
13973,31784,Restaurant,Food
13974,25934,Travel,Travel
13975,64112,Gaming Voucher,Entertainment
13976,99097,Ride Hailing,Transport
13977,161385,Travel,Travel
13978,174672,Electricity Token,Utilities
13979,56501,Other,Other
13980,79241,Ride Hailing,Transport
13981,65937,Internet Package,Digital Goods
13982,183812,Education Payment,Education
13983,136672,Ride Hailing,Transport
13984,136452,Bill Payment,Utilities
13985,77493,Other,Other
13986,66327,Convenience Store,Retail
13987,184710,Gaming Voucher,Entertainment
13988,6037,Education Payment,Education
13989,59584,Transportation,Transport
13990,13848,Restaurant,Food
13991,194258,Transportation,Transport
13992,126488,Online Shopping,E-Commerce
13993,151725,Digital Subscription,Entertainment
13994,161865,Restaurant,Food
13995,83495,Food Delivery,Food
13996,151146,Education Payment,Education
13997,45612,Food Delivery,Food
13998,72248,Marketplace,E-Commerce
13999,108776,University Payment,Education
14000,188543,Ride Hailing,Transport
14001,61402,Mobile Top Up,Digital Goods
14002,30089,Transportation,Transport
14003,7566,Marketplace,E-Commerce
14004,184041,Online Shopping,E-Commerce
14005,53690,Other,Other
14006,157555,Bill Payment,Utilities
14007,56465,Bill Payment,Utilities
14008,91258,University Payment,Education
14009,155744,Food Delivery,Food
14010,58259,Gaming Voucher,Entertainment
14011,114913,Streaming,Entertainment
14012,13775,Food Delivery,Food
14013,31526,Marketplace,E-Commerce
14014,1337,Other,Other
14015,127519,Bill Payment,Utilities
14016,175386,Other,Other
14017,128847,Ride Hailing,Transport
14018,38433,Digital Subscription,Entertainment
14019,35967,Transportation,Transport
14020,166250,Convenience Store,Retail
14021,110986,Marketplace,E-Commerce
14022,190329,Healthcare,Healthcare
14023,24704,Healthcare,Healthcare
14024,77936,University Payment,Education
14025,34376,Other,Other
14026,165269,Ride Hailing,Transport
14027,32752,Mobile Top Up,Digital Goods
14028,27360,Bill Payment,Utilities
14029,160018,Food Delivery,Food
14030,155380,Online Shopping,E-Commerce
14031,15427,Online Shopping,E-Commerce
14032,43510,Food Delivery,Food
14033,134016,Food Delivery,Food
14034,61008,Transportation,Transport
14035,166224,University Payment,Education
14036,170062,Transportation,Transport
14037,20923,Transportation,Transport
14038,96710,University Payment,Education
14039,117421,Travel,Travel
14040,148404,School Payment,Education
14041,27716,Travel,Travel
14042,51709,Bill Payment,Utilities
14043,136055,Convenience Store,Retail
14044,24256,Healthcare,Healthcare
14045,141342,Gaming Voucher,Entertainment
14046,70525,Electricity Token,Utilities
14047,192804,Healthcare,Healthcare
14048,155103,Streaming,Entertainment
14049,68262,Digital Subscription,Entertainment
14050,93237,Streaming,Entertainment
14051,192755,Electricity Token,Utilities
14052,80937,Healthcare,Healthcare
14053,142136,Bill Payment,Utilities
14054,95431,Gaming Voucher,Entertainment
14055,119833,School Payment,Education
14056,191462,Streaming,Entertainment
14057,148922,Transportation,Transport
14058,74441,Digital Subscription,Entertainment
14059,143497,Electricity Token,Utilities
14060,197567,Online Shopping,E-Commerce
14061,31768,Electricity Token,Utilities
14062,56270,Digital Subscription,Entertainment
14063,179392,Bill Payment,Utilities
14064,163843,Gaming Voucher,Entertainment
14065,118077,Other,Other
14066,24462,University Payment,Education
14067,59301,Marketplace,E-Commerce
14068,4030,Marketplace,E-Commerce
14069,169455,Internet Package,Digital Goods
14070,199782,Food Delivery,Food
14071,26285,Streaming,Entertainment
14072,26328,Convenience Store,Retail
14073,89457,Healthcare,Healthcare
14074,192505,School Payment,Education
14075,8006,Convenience Store,Retail
14076,16377,Electricity Token,Utilities
14077,89285,Transportation,Transport
14078,47258,Healthcare,Healthcare
14079,117286,Electricity Token,Utilities
14080,112703,Digital Subscription,Entertainment
14081,32944,School Payment,Education
14082,55180,Ride Hailing,Transport
14083,196908,Restaurant,Food
14084,195207,Food Delivery,Food
14085,73389,University Payment,Education
14086,10988,Food Delivery,Food
14087,10410,Travel,Travel
14088,29076,Mobile Top Up,Digital Goods
14089,186904,Digital Subscription,Entertainment
14090,185589,Mobile Top Up,Digital Goods
14091,166425,Restaurant,Food
14092,62645,Online Shopping,E-Commerce
14093,42673,School Payment,Education
14094,13197,Online Shopping,E-Commerce
14095,192883,Travel,Travel
14096,50565,Transportation,Transport
14097,175002,Gaming Voucher,Entertainment
14098,130804,Transportation,Transport
14099,170708,School Payment,Education
14100,138673,Digital Subscription,Entertainment
14101,142504,Bill Payment,Utilities
14102,19973,Food Delivery,Food
14103,169066,Ride Hailing,Transport
14104,111348,Internet Package,Digital Goods
14105,93645,Restaurant,Food
14106,130625,Internet Package,Digital Goods
14107,27301,Transportation,Transport
14108,87783,Restaurant,Food
14109,189716,Online Shopping,E-Commerce
14110,137317,Restaurant,Food
14111,108745,University Payment,Education
14112,55792,University Payment,Education
14113,28831,Bill Payment,Utilities
14114,3061,Education Payment,Education
14115,144085,Streaming,Entertainment
14116,37424,Streaming,Entertainment
14117,20067,Education Payment,Education
14118,199951,Internet Package,Digital Goods
14119,150197,Travel,Travel
14120,152165,Healthcare,Healthcare
14121,176216,Bill Payment,Utilities
14122,94511,Travel,Travel
14123,119113,Ride Hailing,Transport
14124,50607,Ride Hailing,Transport
14125,12941,Healthcare,Healthcare
14126,54691,School Payment,Education
14127,149639,Mobile Top Up,Digital Goods
14128,60156,Digital Subscription,Entertainment
14129,148502,Bill Payment,Utilities
14130,188979,Electricity Token,Utilities
14131,107211,Digital Subscription,Entertainment
14132,125661,Transportation,Transport
14133,24295,Restaurant,Food
14134,38031,Food Delivery,Food
14135,39193,Digital Subscription,Entertainment
14136,154087,Travel,Travel
14137,140044,Education Payment,Education
14138,44500,School Payment,Education
14139,195684,Mobile Top Up,Digital Goods
14140,26381,Streaming,Entertainment
14141,165424,Ride Hailing,Transport
14142,155650,Ride Hailing,Transport
14143,54351,Streaming,Entertainment
14144,44812,Internet Package,Digital Goods
14145,194316,Marketplace,E-Commerce
14146,11664,Education Payment,Education
14147,132112,School Payment,Education
14148,102965,Convenience Store,Retail
14149,33724,School Payment,Education
14150,161760,Streaming,Entertainment
14151,50595,Bill Payment,Utilities
14152,12372,Convenience Store,Retail
14153,15100,Bill Payment,Utilities
14154,100509,Ride Hailing,Transport
14155,68751,Restaurant,Food
14156,193287,Digital Subscription,Entertainment
14157,163104,Gaming Voucher,Entertainment
14158,92994,Streaming,Entertainment
14159,144957,Marketplace,E-Commerce
14160,97006,Convenience Store,Retail
14161,194842,Electricity Token,Utilities
14162,63031,Online Shopping,E-Commerce
14163,90303,Travel,Travel
14164,167586,Education Payment,Education
14165,14236,University Payment,Education
14166,134384,Convenience Store,Retail
14167,10524,School Payment,Education
14168,69080,Ride Hailing,Transport
14169,94493,Ride Hailing,Transport
14170,81317,Restaurant,Food
14171,102995,Mobile Top Up,Digital Goods
14172,21684,Convenience Store,Retail
14173,124978,Restaurant,Food
14174,65015,Online Shopping,E-Commerce
14175,127613,Internet Package,Digital Goods
14176,3759,Mobile Top Up,Digital Goods
14177,86872,Mobile Top Up,Digital Goods
14178,43583,Gaming Voucher,Entertainment
14179,153308,Electricity Token,Utilities
14180,194244,Ride Hailing,Transport
14181,106874,Ride Hailing,Transport
14182,128845,Travel,Travel
14183,97728,Streaming,Entertainment
14184,60436,Marketplace,E-Commerce
14185,152688,Travel,Travel
14186,35510,Marketplace,E-Commerce
14187,25912,Online Shopping,E-Commerce
14188,198418,Education Payment,Education
14189,116001,Food Delivery,Food
14190,95081,Marketplace,E-Commerce
14191,169760,Marketplace,E-Commerce
14192,42634,Travel,Travel
14193,3067,Healthcare,Healthcare
14194,106943,Travel,Travel
14195,122772,School Payment,Education
14196,74166,Transportation,Transport
14197,130958,Electricity Token,Utilities
14198,138580,Internet Package,Digital Goods
14199,155069,Streaming,Entertainment
14200,38599,Streaming,Entertainment
14201,85798,Bill Payment,Utilities
14202,40170,Restaurant,Food
14203,33302,Travel,Travel
14204,187677,Online Shopping,E-Commerce
14205,99929,Online Shopping,E-Commerce
14206,147338,Transportation,Transport
14207,158542,Food Delivery,Food
14208,187861,Streaming,Entertainment
14209,13044,University Payment,Education
14210,100915,Electricity Token,Utilities
14211,128172,Travel,Travel
14212,173329,Digital Subscription,Entertainment
14213,184946,University Payment,Education
14214,118774,Electricity Token,Utilities
14215,106090,Ride Hailing,Transport
14216,148182,Travel,Travel
14217,129139,Transportation,Transport
14218,190471,Electricity Token,Utilities
14219,142950,Gaming Voucher,Entertainment
14220,120114,Healthcare,Healthcare
14221,122538,School Payment,Education
14222,170534,Bill Payment,Utilities
14223,46704,Travel,Travel
14224,91973,Restaurant,Food
14225,106767,Travel,Travel
14226,88980,Food Delivery,Food
14227,169044,Online Shopping,E-Commerce
14228,37747,Ride Hailing,Transport
14229,23882,Marketplace,E-Commerce
14230,107829,Travel,Travel
14231,8513,Marketplace,E-Commerce
14232,66812,Online Shopping,E-Commerce
14233,67957,Food Delivery,Food
14234,86692,Other,Other
14235,66984,Streaming,Entertainment
14236,148934,Travel,Travel
14237,87073,Bill Payment,Utilities
14238,97818,Marketplace,E-Commerce
14239,91035,Restaurant,Food
14240,96475,Online Shopping,E-Commerce
14241,82764,Bill Payment,Utilities
14242,182588,Streaming,Entertainment
14243,66426,Online Shopping,E-Commerce
14244,71961,Electricity Token,Utilities
14245,89847,Digital Subscription,Entertainment
14246,133374,University Payment,Education
14247,42866,School Payment,Education
14248,57177,Internet Package,Digital Goods
14249,94213,Travel,Travel
14250,127355,Digital Subscription,Entertainment
14251,60013,Ride Hailing,Transport
14252,29852,Electricity Token,Utilities
14253,180681,Digital Subscription,Entertainment
14254,51213,Mobile Top Up,Digital Goods
14255,148357,Other,Other
14256,195604,University Payment,Education
14257,198758,Convenience Store,Retail
14258,159540,Internet Package,Digital Goods
14259,84185,Food Delivery,Food
14260,49623,Food Delivery,Food
14261,65317,Digital Subscription,Entertainment
14262,45364,Internet Package,Digital Goods
14263,197109,Streaming,Entertainment
14264,144001,Education Payment,Education
14265,192497,Convenience Store,Retail
14266,48525,Marketplace,E-Commerce
14267,85232,Gaming Voucher,Entertainment
14268,66388,Convenience Store,Retail
14269,45602,Education Payment,Education
14270,179295,Transportation,Transport
14271,110405,Gaming Voucher,Entertainment
14272,44485,Streaming,Entertainment
14273,53019,Transportation,Transport
14274,161694,Online Shopping,E-Commerce
14275,133273,Other,Other
14276,45149,Marketplace,E-Commerce
14277,13388,Gaming Voucher,Entertainment
14278,54098,Digital Subscription,Entertainment
14279,164803,Transportation,Transport
14280,789,Marketplace,E-Commerce
14281,160117,Internet Package,Digital Goods
14282,136019,Gaming Voucher,Entertainment
14283,119134,Internet Package,Digital Goods
14284,192072,Digital Subscription,Entertainment
14285,99683,Travel,Travel
14286,29281,Convenience Store,Retail
14287,182094,Mobile Top Up,Digital Goods
14288,68474,Online Shopping,E-Commerce
14289,197884,Transportation,Transport
14290,148222,Bill Payment,Utilities
14291,24623,Internet Package,Digital Goods
14292,184585,Restaurant,Food
