fee_id,transaction_id,fee_percentage,fee_amount
26114,184728,0.5,1439.92
26115,127742,1.0,4059.62
26116,60031,0.5,854.84
26117,44131,1.0,486.33
26118,42485,1.0,1610.01
26119,22112,1.0,1591.87
26120,67167,1.0,1180.98
26121,90616,1.0,3268.34
26122,197221,1.0,3057.96
26123,168923,1.0,1093.88
26124,158561,1.0,1348.67
26125,184638,1.0,7082.97
26126,52155,1.0,1595.92
26127,185488,1.0,2276.97
26128,41358,0.5,764.18
26129,31113,1.0,1489.65
26130,11154,1.0,1497.75
26131,182116,1.0,1502.94
26132,181159,0.5,1138.67
26133,184962,1.0,1231.86
26134,159637,0.5,961.06
26135,19654,1.0,937.68
26136,196394,1.0,624.22
26137,91893,1.0,3671.44
26138,162330,0.5,703.85
26139,71496,1.0,1665.11
26140,148730,1.0,1601.48
26141,46888,1.0,1800.36
26142,19203,1.0,1714.7
26143,176471,1.0,1809.86
26144,81758,1.0,1930.55
26145,102970,0.5,962.19
26146,169927,1.0,1749.6
26147,111222,1.0,862.89
26148,194317,0.5,999.73
26149,14782,1.0,1683.57
26150,165452,0.5,3261.37
26151,32953,0.5,1440.0
26152,167900,0.5,1369.42
26153,130053,0.5,2855.39
26154,125349,1.0,828.6
26155,106358,1.0,5861.03
26156,79459,1.0,1409.32
26157,102314,0.5,1416.76
26158,146196,1.0,2161.03
26159,124272,0.5,967.15
26160,14690,1.0,1942.4
26161,123948,1.0,1274.66
26162,117190,0.5,2509.0
26163,111279,0.5,2485.88
26164,36888,0.5,3180.73
26165,140751,0.5,802.06
26166,75723,0.5,1288.43
26167,35507,1.0,1490.44
26168,132661,1.0,3715.21
26169,35458,0.5,459.06
26170,13295,0.5,1635.98
26171,78406,0.5,2672.91
26172,33610,1.0,2402.51
26173,79270,1.0,1044.76
26174,20320,1.0,2009.49
26175,64046,0.5,2682.01
26176,46282,0.5,485.2
26177,91558,0.5,859.15
26178,160790,1.0,7939.13
26179,121127,1.0,643.85
26180,67564,0.5,4278.0
26181,88348,1.0,1754.29
26182,148746,0.5,2116.74
26183,150331,0.5,2463.36
26184,13980,1.0,2382.62
26185,36698,0.5,1534.57
26186,31192,1.0,1586.74
26187,112357,1.0,2869.34
26188,197572,0.5,1200.09
26189,125966,1.0,2939.02
26190,180574,1.0,2139.44
26191,132348,0.5,1628.8
26192,52507,1.0,1226.48
26193,79405,0.5,1606.68
26194,55961,0.5,1975.91
26195,125679,0.5,482.63
26196,15516,1.0,388.18
26197,58452,1.0,2782.77
26198,185304,1.0,3972.44
26199,145405,1.0,1209.85
26200,95896,0.5,1888.52
26201,9527,0.5,1005.71
26202,8264,0.5,512.7
26203,53416,0.5,1875.98
26204,59103,1.0,1021.3
26205,41469,0.5,3988.87
26206,49085,1.0,819.64
26207,164279,1.0,1046.04
26208,108367,0.5,2000.67
26209,166758,1.0,1638.03
26210,120846,1.0,930.71
26211,192112,0.5,3387.89
26212,73301,1.0,3544.78
26213,108682,1.0,867.59
26214,96806,1.0,939.94
26215,41504,0.5,527.86
26216,18453,1.0,4702.56
26217,101333,1.0,315.63
26218,49565,1.0,1679.43
26219,183710,1.0,2536.4
26220,179130,0.5,4503.68
26221,59790,1.0,1397.78
26222,29468,0.5,3878.72
26223,23377,0.5,2416.95
26224,142082,0.5,1717.92
26225,177473,0.5,1945.43
26226,115817,0.5,1262.35
26227,178209,1.0,2976.66
26228,84692,1.0,3980.16
26229,55091,1.0,760.86
26230,198210,0.5,2877.38
26231,157652,1.0,1538.56
26232,76122,1.0,1772.9
26233,89546,0.5,1505.89
26234,16613,1.0,1888.18
26235,65743,1.0,5300.7
26236,15590,1.0,865.06
26237,169741,0.5,903.5
26238,152420,0.5,2662.48
26239,726,1.0,495.34
26240,161707,1.0,3395.52
26241,12498,0.5,756.38
26242,64226,1.0,4488.24
26243,116351,0.5,3877.85
26244,142128,1.0,1571.96
26245,43037,0.5,502.46
26246,69016,1.0,3096.22
26247,111846,1.0,1329.23
26248,27280,0.5,4207.24
26249,157886,1.0,1051.7
26250,182816,0.5,5738.56
26251,26790,0.5,2338.02
26252,172992,0.5,678.08
26253,47746,0.5,8668.5
26254,106432,1.0,538.24
26255,91776,0.5,3183.53
26256,10860,0.5,2197.83
26257,87755,1.0,6065.49
26258,34629,1.0,1218.13
26259,103611,1.0,1088.44
26260,126145,1.0,655.12
26261,29013,0.5,640.97
26262,148129,1.0,318.62
26263,96694,1.0,763.03
26264,6250,0.5,2560.53
26265,184768,1.0,1019.56
26266,124140,0.5,1131.24
26267,129389,0.5,449.36
26268,102303,1.0,600.34
26269,11016,1.0,1367.2
26270,3560,1.0,816.28
26271,74316,1.0,863.38
26272,38844,1.0,1512.38
26273,40850,1.0,863.66
26274,37842,0.5,1040.04
26275,125063,0.5,4345.36
26276,199843,1.0,844.74
26277,138426,1.0,981.78
26278,17710,0.5,903.96
26279,59624,1.0,1176.71
26280,82284,0.5,5944.52
26281,28720,1.0,624.19
26282,14674,1.0,1857.98
26283,171158,0.5,3732.0
26284,126724,1.0,1364.87
26285,163159,0.5,5679.74
26286,164699,1.0,1494.09
26287,11303,0.5,1191.75
26288,163422,1.0,1405.4
26289,157649,0.5,956.15
26290,141786,1.0,2082.03
26291,155277,0.5,1137.37
26292,186718,1.0,2634.21
26293,75098,1.0,2339.61
26294,36312,1.0,1836.47
26295,51708,0.5,975.29
26296,115971,0.5,564.83
26297,155960,1.0,1107.29
26298,52344,1.0,247.48
26299,46033,1.0,1742.17
26300,1127,1.0,2098.84
26301,114313,0.5,512.32
26302,82655,1.0,865.65
26303,148264,1.0,7612.01
26304,69677,1.0,1890.7
26305,132144,1.0,4897.08
26306,47784,1.0,1341.71
26307,26946,0.5,886.44
26308,41759,1.0,1576.01
26309,51380,0.5,2943.21
26310,45584,1.0,2497.79
26311,93269,1.0,389.74
26312,198341,1.0,1213.97
26313,72145,1.0,707.65
26314,24791,0.5,1372.92
26315,28713,1.0,602.56
26316,77174,0.5,524.63
26317,154784,1.0,721.71
26318,137833,0.5,499.35
26319,142185,1.0,6169.69
26320,139509,0.5,947.33
26321,842,1.0,854.02
26322,56047,0.5,3116.42
26323,141381,0.5,1898.46
26324,197621,0.5,687.12
26325,65303,1.0,961.97
26326,171165,1.0,2546.74
26327,159727,1.0,410.52
26328,126246,1.0,906.62
26329,58755,1.0,903.38
26330,16483,0.5,2426.63
26331,89473,0.5,2108.87
26332,191499,1.0,2507.2
26333,158707,0.5,2407.37
26334,108544,1.0,4313.56
26335,179928,1.0,2573.99
26336,80892,0.5,1526.22
26337,22904,1.0,2224.54
26338,161241,1.0,2584.91
26339,150273,0.5,841.84
26340,186565,1.0,2385.98
26341,13076,1.0,1244.95
26342,165445,0.5,1700.59
26343,848,1.0,2242.57
26344,83572,0.5,3324.72
26345,78054,0.5,1114.33
26346,155593,0.5,3077.07
26347,161886,0.5,2366.76
26348,124958,0.5,1031.22
26349,131075,0.5,699.37
26350,169001,1.0,326.99
26351,42674,0.5,2025.63
26352,46432,1.0,1115.98
26353,53878,1.0,1917.25
26354,94379,1.0,400.05
26355,160187,1.0,1037.38
26356,152269,1.0,1785.78
26357,71948,1.0,1731.14
26358,67182,0.5,1163.3
26359,155043,1.0,959.01
26360,170943,0.5,1088.91
26361,59669,0.5,1456.17
26362,158813,1.0,2173.76
26363,166844,1.0,1556.05
26364,166033,1.0,3788.12
26365,190165,0.5,3624.4
26366,100104,0.5,2820.51
26367,165748,0.5,536.57
26368,107338,1.0,510.12
26369,186491,1.0,3744.78
26370,26320,1.0,2357.2
26371,72180,1.0,1894.27
26372,23376,1.0,3843.48
26373,28513,1.0,4084.69
26374,334,1.0,879.13
26375,2678,0.5,10025.39
26376,102923,0.5,827.61
26377,79937,1.0,1970.3
26378,163334,1.0,1886.09
26379,137819,0.5,3062.62
26380,118135,1.0,320.51
26381,53711,0.5,1215.93
26382,141086,0.5,1554.08
26383,23299,0.5,886.78
26384,8988,1.0,2046.36
26385,165545,0.5,1607.54
26386,1087,0.5,15573.23
26387,23902,0.5,5269.83
26388,34672,1.0,4835.25
26389,186874,0.5,3759.16
26390,178331,0.5,5347.86
26391,174940,0.5,2639.88
26392,39098,1.0,1266.1
26393,75897,0.5,3426.28
26394,88678,1.0,1284.81
26395,78081,1.0,4703.73
26396,89596,0.5,1017.28
26397,33971,1.0,1844.28
26398,134501,1.0,1365.33
26399,23111,0.5,2275.66
26400,190815,0.5,1248.04
26401,114615,1.0,2978.1
26402,72561,1.0,2033.92
26403,171334,1.0,282.32
26404,190162,1.0,1132.99
26405,80985,1.0,2275.58
26406,190883,1.0,952.9
26407,192956,1.0,242.34
26408,111465,1.0,1336.05
26409,85198,1.0,619.66
26410,93877,0.5,1630.28
26411,15577,1.0,1793.07
26412,33053,1.0,3067.55
26413,78735,1.0,216.65
26414,45604,1.0,804.98
26415,101021,0.5,2497.35
26416,74050,1.0,906.58
26417,177575,1.0,1512.45
26418,27856,1.0,2046.27
26419,77727,1.0,2332.23
26420,166754,0.5,857.96
26421,142998,1.0,395.5
26422,169607,0.5,1733.78
26423,138807,0.5,1847.2
26424,51381,1.0,5437.68
26425,163347,0.5,1880.54
26426,145409,1.0,918.27
26427,116391,1.0,1528.41
26428,77737,0.5,2168.51
26429,113798,0.5,3685.93
26430,94009,1.0,1240.29
26431,99819,1.0,1628.6
26432,197748,1.0,1234.1
26433,53549,1.0,727.77
26434,15889,0.5,1801.92
26435,14993,1.0,486.24
26436,75823,1.0,2214.33
26437,11067,1.0,1577.22
26438,189583,1.0,1099.1
26439,84859,0.5,1760.84
26440,76696,0.5,1145.16
26441,50303,0.5,3164.6
26442,53478,1.0,1375.85
26443,4623,1.0,2065.21
26444,116289,1.0,968.99
26445,95591,0.5,571.62
26446,36417,1.0,5742.13
26447,11579,1.0,3042.33
26448,168098,1.0,5324.49
26449,108656,1.0,2234.31
26450,100841,1.0,3305.47
26451,125506,1.0,937.42
26452,167864,1.0,2144.42
26453,42435,1.0,621.72
26454,69874,0.5,724.97
26455,160040,1.0,1463.47
26456,105079,1.0,691.15
26457,2867,1.0,490.75
26458,68074,0.5,3294.92
26459,105697,0.5,2883.2
26460,113332,0.5,1646.44
26461,10056,1.0,4176.08
26462,108900,1.0,1129.92
26463,37595,1.0,1726.4
26464,42785,0.5,992.06
26465,92295,1.0,1333.63
26466,18994,1.0,2560.58
26467,16561,1.0,1420.59
26468,19551,1.0,2367.11
26469,49823,1.0,930.93
26470,171817,0.5,1015.83
26471,35988,0.5,404.97
26472,133644,1.0,1670.27
26473,142914,1.0,906.6
26474,17586,0.5,829.68
26475,34430,0.5,842.91
26476,9394,0.5,676.09
26477,195450,1.0,2912.47
26478,132133,0.5,6821.7
26479,128180,0.5,2383.87
26480,114044,1.0,2972.07
26481,74778,1.0,2420.34
26482,178603,0.5,458.5
26483,155519,1.0,1074.97
26484,72028,1.0,290.16
26485,40175,0.5,1212.8
26486,128753,1.0,1730.64
26487,2891,0.5,11792.84
26488,22502,1.0,6075.3
26489,8880,1.0,708.52
26490,55132,1.0,1259.35
26491,79100,1.0,2191.18
26492,38060,1.0,1721.4
26493,55960,0.5,10335.52
26494,84905,0.5,1890.46
26495,61610,1.0,1450.23
26496,38260,1.0,6845.75
26497,170009,1.0,2659.05
26498,103085,0.5,1689.24
26499,59409,0.5,1861.38
26500,33291,0.5,1994.89
26501,4450,1.0,909.08
26502,120523,1.0,1134.71
26503,78619,0.5,1688.23
26504,173593,0.5,1621.12
26505,190428,1.0,1988.99
26506,197451,0.5,363.48
26507,160545,0.5,1485.43
26508,149557,1.0,3200.95
26509,32414,0.5,2592.0
26510,28805,1.0,1178.63
26511,8853,1.0,2473.39
26512,19131,1.0,1860.73
26513,36860,1.0,2145.24
26514,68401,1.0,1302.44
26515,144844,1.0,2521.56
26516,141702,0.5,1407.53
26517,98861,0.5,14321.56
26518,9314,0.5,773.24
26519,77724,0.5,2262.61
26520,72479,0.5,4077.88
26521,78390,1.0,3305.23
26522,81032,1.0,1877.92
26523,198546,0.5,439.78
26524,21465,1.0,595.93
26525,151563,1.0,1567.28
26526,159541,1.0,3607.79
26527,134460,1.0,1061.34
26528,138541,0.5,1034.45
26529,6212,1.0,2870.05
26530,2658,1.0,2318.23
26531,154632,1.0,859.7
26532,181981,1.0,1476.14
26533,13854,0.5,3434.93
26534,58883,0.5,703.54
26535,27578,1.0,1320.81
26536,27107,1.0,5360.79
26537,169647,1.0,1757.98
26538,117221,0.5,855.6
26539,127205,1.0,3404.88
26540,198605,0.5,1066.0
26541,111255,0.5,1952.46
26542,101345,1.0,198.92
26543,63607,1.0,1981.55
26544,86777,0.5,2638.18
26545,128403,1.0,2056.28
26546,30722,0.5,2277.38
26547,127792,0.5,418.31
26548,33027,1.0,447.86
26549,68393,1.0,1037.01
26550,161797,0.5,3410.33
26551,46951,1.0,859.98
26552,163152,1.0,2375.46
26553,145503,1.0,929.23
26554,100424,1.0,1945.81
26555,98974,1.0,1411.61
26556,11625,0.5,2842.98
26557,156329,1.0,925.51
26558,160490,1.0,2028.74
26559,132350,1.0,1171.08
26560,193805,0.5,1289.13
26561,155999,0.5,2250.06
26562,186436,1.0,1471.67
26563,73872,0.5,6217.45
26564,33480,1.0,922.27
26565,35239,0.5,1031.74
26566,181801,0.5,465.27
26567,20372,1.0,2045.67
26568,135005,1.0,2578.2
26569,28402,1.0,603.0
26570,156692,1.0,934.3
26571,3664,0.5,1872.72
26572,13577,0.5,1712.03
26573,696,0.5,7251.88
26574,106314,0.5,589.0
26575,133439,1.0,1607.17
26576,167325,1.0,6364.42
26577,110508,1.0,3271.12
26578,42189,1.0,2025.06
26579,82381,1.0,1019.91
26580,43069,1.0,2667.87
26581,156004,0.5,182.51
26582,39893,1.0,1994.01
26583,144014,1.0,2572.6
26584,7661,0.5,1434.34
26585,150229,1.0,2843.56
26586,140666,0.5,2257.61
26587,42340,1.0,1295.47
26588,35193,1.0,1068.99
26589,193582,0.5,1418.15
26590,186086,0.5,4454.82
26591,134256,1.0,801.7
26592,111734,0.5,1022.38
26593,85772,1.0,974.83
26594,68885,1.0,1185.85
26595,12308,1.0,326.78
26596,154352,1.0,1761.79
26597,35420,1.0,1768.15
26598,147630,1.0,4589.04
26599,185172,0.5,9480.3
26600,86001,0.5,1755.9
26601,81548,0.5,930.13
26602,12456,1.0,3472.42
26603,90159,0.5,2702.26
26604,85671,1.0,479.72
26605,126852,1.0,3489.61
26606,82145,1.0,932.96
26607,39853,1.0,354.91
26608,56258,0.5,2979.02
26609,196982,0.5,6087.85
26610,198654,0.5,1681.57
26611,155154,0.5,2004.15
26612,73607,1.0,1220.61
26613,140698,1.0,1212.5
26614,182661,1.0,2885.4
26615,135526,0.5,8426.57
26616,38362,0.5,665.0
26617,100336,1.0,1302.85
26618,3775,0.5,5940.85
26619,163674,1.0,2364.15
26620,77464,1.0,1649.45
26621,158893,1.0,2887.0
26622,73100,0.5,2460.5
26623,67951,1.0,572.24
26624,8756,0.5,499.51
26625,98686,0.5,3144.41
26626,106309,0.5,1148.56
26627,165514,1.0,761.24
26628,14689,1.0,2303.19
26629,192980,1.0,1738.61
26630,30629,0.5,4993.98
26631,30290,1.0,2183.59
26632,14306,1.0,879.53
26633,83377,1.0,622.76
26634,27562,1.0,8172.43
26635,113709,0.5,1512.45
26636,39866,1.0,9508.19
26637,17521,1.0,731.07
26638,120327,0.5,3425.71
26639,136201,1.0,3346.75
26640,178165,1.0,2731.59
26641,199526,0.5,1739.49
26642,155331,0.5,4313.05
26643,195402,0.5,2201.68
26644,29716,1.0,2587.94
26645,28912,1.0,1407.77
26646,155233,1.0,2137.69
26647,143599,1.0,1691.08
26648,90831,0.5,8544.09
26649,127964,0.5,3049.8
26650,117660,0.5,1498.15
26651,172474,1.0,334.64
26652,6982,1.0,3440.91
26653,97052,1.0,1644.41
26654,100705,0.5,2979.0
26655,129628,1.0,599.5
26656,151326,1.0,2549.36
26657,98438,1.0,1090.65
26658,61244,1.0,7154.16
26659,148415,1.0,2245.85
26660,49576,1.0,1592.37
26661,187864,1.0,1418.74
26662,64988,0.5,1799.1
26663,71173,1.0,4858.73
26664,179855,0.5,804.39
26665,47582,1.0,1716.7
26666,166723,0.5,3889.09
26667,66989,1.0,7154.06
26668,185166,0.5,2546.05
26669,41548,1.0,936.98
26670,18534,1.0,1134.12
26671,20198,1.0,890.93
26672,135742,1.0,2916.52
26673,5040,1.0,1878.53
26674,21265,0.5,2844.31
26675,73201,0.5,1334.12
26676,90661,1.0,1285.54
26677,126080,0.5,1533.99
26678,126873,0.5,817.99
26679,53818,1.0,1105.55
26680,77393,1.0,1503.06
26681,171217,1.0,1726.08
26682,13206,1.0,3716.44
26683,189704,0.5,789.06
26684,37520,0.5,1960.54
26685,23576,1.0,1121.34
26686,63265,1.0,1184.49
26687,169397,1.0,4950.88
26688,120503,0.5,1439.53
26689,142467,1.0,621.61
26690,142334,1.0,2457.81
26691,177607,1.0,1119.85
26692,131007,1.0,1732.22
26693,122816,1.0,1029.95
26694,40873,1.0,2912.49
26695,28992,0.5,609.07
26696,151825,1.0,1414.29
26697,83223,0.5,888.36
26698,18800,1.0,1568.25
26699,22419,0.5,935.43
26700,125294,1.0,2638.47
26701,176179,0.5,343.45
26702,122529,1.0,1932.52
26703,153109,1.0,2247.02
26704,89417,0.5,644.8
26705,96317,0.5,2468.91
26706,19604,1.0,1749.67
26707,162379,1.0,917.49
26708,113148,1.0,3611.06
26709,107579,0.5,676.76
26710,109156,0.5,2146.54
26711,182096,1.0,1390.8
26712,109761,1.0,2296.26
26713,20021,1.0,1308.6
26714,103963,1.0,4599.26
26715,66975,1.0,1526.67
26716,71377,1.0,895.05
26717,52290,0.5,2438.5
26718,102651,0.5,307.17
26719,194318,1.0,7002.09
26720,48509,0.5,1884.08
26721,7921,1.0,813.02
26722,171268,0.5,3024.36
26723,5593,1.0,2183.84
26724,60429,0.5,1099.01
26725,63210,0.5,1402.04
26726,108489,0.5,2554.91
26727,86323,0.5,1745.73
26728,44176,1.0,1819.9
26729,149606,0.5,1203.76
26730,21508,1.0,1457.35
26731,189249,1.0,1212.64
26732,23268,0.5,609.81
26733,75432,1.0,3509.37
26734,139448,0.5,1298.08
26735,59793,0.5,742.94
26736,66046,0.5,1830.42
26737,165341,0.5,2271.54
26738,40223,1.0,1502.33
26739,171316,0.5,1930.3
26740,25423,0.5,2048.02
26741,186745,1.0,3847.98
26742,169624,1.0,2741.47
26743,49925,0.5,697.78
26744,107630,0.5,2792.73
26745,53063,1.0,2502.06
26746,157362,0.5,1408.93
26747,18658,0.5,1816.6
26748,22606,1.0,4547.43
26749,77230,1.0,521.47
26750,32670,1.0,2589.17
26751,160800,0.5,1418.8
26752,140121,0.5,3276.86
26753,174989,0.5,1842.78
26754,122929,1.0,3805.09
26755,110177,0.5,1549.91
26756,23771,0.5,2929.95
26757,194265,0.5,4309.48
26758,102941,0.5,3534.11
26759,90891,1.0,1023.13
26760,87246,0.5,1554.32
26761,189984,1.0,1624.17
26762,98529,1.0,1412.85
26763,181933,1.0,1465.59
26764,165665,1.0,1450.65
26765,67724,0.5,5767.75
26766,189209,1.0,1357.48
26767,21488,0.5,2180.61
26768,191157,1.0,2025.76
26769,134112,1.0,1742.75
26770,17118,0.5,293.53
26771,7713,0.5,878.91
26772,146968,1.0,1170.46
26773,122723,1.0,2559.63
26774,137325,0.5,9402.59
26775,71113,0.5,3429.81
26776,177150,0.5,1326.65
26777,82162,1.0,963.54
26778,32612,1.0,1074.96
26779,108849,0.5,3908.12
26780,41805,1.0,2246.33
26781,50053,0.5,2786.72
26782,160440,1.0,647.42
26783,176392,1.0,776.14
26784,40283,1.0,1455.26
26785,142471,1.0,1475.2
26786,44506,1.0,1456.4
26787,24781,1.0,948.41
26788,70044,0.5,8587.96
26789,102393,0.5,4844.89
26790,70948,0.5,1836.68
26791,116185,1.0,1225.65
26792,191512,1.0,449.1
26793,135884,0.5,1769.58
26794,114673,0.5,5511.21
26795,108406,0.5,1226.8
26796,122355,0.5,3768.89
26797,49905,0.5,2310.18
26798,180654,1.0,1282.75
26799,128502,0.5,805.5
26800,3505,1.0,455.53
26801,111331,0.5,934.41
26802,100784,1.0,1571.08
26803,160687,1.0,1621.08
26804,146180,1.0,2072.65
26805,117260,1.0,2986.03
26806,88682,1.0,2284.65
26807,55525,0.5,5499.86
26808,11108,1.0,4275.97
26809,109770,0.5,1178.27
26810,99005,0.5,736.11
26811,182548,1.0,1821.27
26812,89511,0.5,1058.08
26813,101093,1.0,6149.28
26814,194129,1.0,1442.26
26815,192789,1.0,1410.96
26816,97993,1.0,1274.77
26817,105792,1.0,1100.72
26818,166813,0.5,4852.54
26819,146676,0.5,1318.46
26820,150084,0.5,2502.45
26821,34199,1.0,838.28
26822,87026,1.0,1193.48
26823,30633,1.0,784.22
26824,62023,1.0,1393.8
26825,83773,1.0,647.72
26826,60000,1.0,1749.09
26827,8242,0.5,4078.49
26828,29416,1.0,754.85
26829,883,1.0,1073.19
26830,123513,1.0,1220.52
26831,164899,1.0,1798.73
26832,148739,1.0,687.65
26833,178368,1.0,1047.28
26834,193035,1.0,2824.48
26835,84517,1.0,3306.56
26836,171833,0.5,769.54
26837,190599,0.5,569.35
26838,89240,0.5,7109.93
26839,55704,1.0,3201.42
26840,63202,0.5,2323.73
26841,197456,0.5,1024.67
26842,23602,1.0,1003.83
26843,47134,1.0,816.77
26844,190272,1.0,4720.24
26845,129791,1.0,1823.17
26846,197141,0.5,1459.52
26847,135082,1.0,944.12
26848,189604,0.5,1687.23
26849,107582,0.5,3703.76
26850,88173,0.5,3307.68
26851,145911,1.0,1755.47
26852,144303,0.5,1119.44
26853,107646,1.0,480.89
26854,160072,1.0,1586.34
26855,84634,1.0,771.71
26856,175950,1.0,6743.65
26857,181635,0.5,3223.17
26858,109292,1.0,922.08
26859,35964,1.0,1255.62
26860,133898,0.5,1631.49
26861,2788,0.5,4879.3
26862,132522,1.0,2271.33
26863,100709,1.0,584.79
26864,5652,0.5,1348.99
26865,13569,1.0,2755.17
26866,18168,0.5,1010.49
26867,197697,1.0,1064.66
26868,37566,1.0,799.48
26869,25659,0.5,7631.05
26870,78004,1.0,1568.43
26871,182889,1.0,1089.95
26872,199270,1.0,562.54
26873,54950,1.0,1175.9
26874,40808,1.0,2318.73
26875,94756,1.0,1335.39
26876,81364,1.0,1293.99
26877,74192,1.0,1209.83
26878,41567,1.0,2004.41
26879,154441,1.0,2555.94
26880,78839,1.0,908.64
26881,159553,0.5,6432.64
26882,45106,0.5,2492.64
26883,127301,0.5,5894.1
26884,108959,0.5,7532.36
26885,10500,1.0,836.23
26886,186955,0.5,704.7
26887,28250,0.5,864.12
26888,47739,1.0,1306.65
26889,125046,1.0,732.22
26890,80759,1.0,1815.16
26891,196000,0.5,386.7
26892,26009,1.0,2294.02
26893,49269,0.5,465.77
26894,134965,1.0,660.22
26895,73409,1.0,7330.69
26896,13262,1.0,950.28
26897,88145,1.0,1589.13
26898,74566,1.0,1476.24
26899,42001,1.0,1415.2
26900,85644,1.0,2922.34
26901,92635,0.5,4065.83
26902,166995,0.5,3412.35
26903,81780,1.0,412.53
26904,129317,1.0,3782.62
26905,85482,1.0,1643.85
26906,147866,1.0,523.83
26907,49253,1.0,782.03
26908,132709,0.5,1839.47
26909,198970,1.0,1383.96
26910,198965,1.0,466.37
26911,68291,1.0,1474.05
26912,70591,1.0,769.89
26913,175821,0.5,1689.45
26914,118548,1.0,1425.91
26915,99690,0.5,1021.03
26916,164186,1.0,1934.76
26917,6368,1.0,1436.59
26918,15357,1.0,4760.5
26919,85379,0.5,1939.64
26920,128095,1.0,1585.12
26921,195710,1.0,960.51
26922,149252,1.0,1830.47
26923,195984,0.5,2263.48
26924,184277,0.5,1633.56
26925,168359,0.5,2116.4
26926,169602,1.0,735.95
26927,11801,1.0,876.09
26928,17782,0.5,468.54
26929,89559,0.5,3802.84
26930,141601,1.0,5306.64
26931,130227,0.5,2206.31
26932,194472,1.0,642.33
26933,174474,0.5,313.9
26934,68449,0.5,1522.83
26935,90246,1.0,723.08
26936,60177,1.0,3154.89
26937,171254,1.0,1495.18
26938,124579,1.0,2834.98
26939,199385,0.5,719.28
26940,87661,1.0,1270.28
26941,141004,0.5,1293.64
26942,162702,1.0,2425.92
26943,171281,0.5,773.52
26944,55785,0.5,3120.19
26945,57182,1.0,7342.41
26946,114950,1.0,940.92
26947,47893,0.5,1099.59
26948,16140,1.0,1531.33
26949,77168,1.0,6720.04
26950,185023,1.0,3123.78
26951,110408,0.5,2611.2
26952,84006,0.5,900.71
26953,131013,0.5,7173.02
26954,197919,1.0,1041.91
26955,115745,1.0,592.92
26956,140541,1.0,843.21
26957,133723,1.0,2785.39
26958,120759,1.0,1813.65
26959,77429,1.0,3408.86
26960,179485,0.5,7302.62
26961,165632,1.0,1204.33
26962,19042,1.0,2090.59
26963,11737,1.0,1032.24
26964,117386,0.5,1583.71
26965,26367,0.5,5334.16
26966,159395,0.5,5841.59
26967,155301,1.0,751.54
26968,40495,1.0,1266.48
26969,155881,1.0,2049.37
26970,42148,1.0,602.38
26971,197499,0.5,3559.51
26972,192914,1.0,1213.87
26973,130810,0.5,1675.78
26974,175003,0.5,1108.67
26975,133738,0.5,918.59
26976,36149,1.0,461.61
26977,142994,1.0,451.19
26978,44216,1.0,991.51
26979,192817,0.5,2928.45
26980,184226,0.5,7682.02
26981,11767,1.0,3700.44
26982,106188,1.0,1313.18
26983,41590,1.0,1515.63
26984,2344,0.5,4118.36
26985,78028,0.5,6550.31
26986,103903,1.0,1499.99
26987,9202,1.0,2802.6
26988,45756,0.5,939.8
26989,91564,1.0,1980.05
26990,35375,1.0,1146.69
26991,116824,1.0,3549.83
26992,68608,0.5,1996.15
26993,175996,0.5,1765.23
26994,66875,1.0,2519.56
26995,73396,1.0,1037.96
26996,9090,1.0,1210.48
26997,118971,0.5,1871.01
26998,99728,0.5,761.34
26999,95365,0.5,899.85
27000,129950,0.5,1143.17
27001,181917,1.0,1008.21
27002,190532,1.0,620.39
27003,14849,1.0,1522.45
27004,5,0.5,1355.66
27005,181072,1.0,406.88
27006,93376,1.0,742.14
27007,195966,1.0,1119.1
27008,37532,1.0,1021.6
27009,20095,1.0,1680.34
27010,116676,1.0,6826.84
27011,115604,1.0,730.27
27012,136136,0.5,912.22
27013,21638,0.5,199.02
27014,130154,0.5,884.19
27015,60830,0.5,2980.03
27016,35190,1.0,765.49
27017,71417,0.5,453.68
27018,85495,0.5,1064.48
27019,51258,0.5,2731.47
27020,152115,0.5,1234.16
27021,43095,1.0,4357.46
27022,92736,1.0,3757.91
27023,183548,1.0,563.72
27024,39988,1.0,2385.12
27025,119976,1.0,4794.84
27026,120113,0.5,557.73
27027,21087,0.5,4819.38
27028,130498,0.5,495.72
27029,82686,1.0,590.6
27030,165831,1.0,1457.94
27031,137067,0.5,3238.78
27032,194431,0.5,256.45
27033,166083,0.5,1542.54
27034,56781,1.0,1021.54
27035,186075,1.0,852.03
27036,171522,1.0,601.91
27037,154630,0.5,1413.69
27038,166018,0.5,8855.21
27039,11899,1.0,3746.07
27040,97312,0.5,1747.14
27041,182144,0.5,842.57
27042,48306,1.0,1555.02
27043,57658,1.0,1217.37
27044,103124,0.5,987.85
27045,30672,0.5,1374.19
27046,122584,1.0,3092.61
27047,87353,1.0,674.34
27048,71975,1.0,2171.78
27049,121363,1.0,1467.63
27050,35369,1.0,720.28
27051,32720,1.0,1408.92
27052,181716,0.5,2215.85
27053,177073,0.5,2728.21
27054,65594,1.0,1089.73
27055,41459,1.0,955.59
27056,821,1.0,4072.81
27057,179525,0.5,966.14
27058,112465,0.5,2031.19
27059,162221,0.5,1423.22
27060,78437,1.0,845.08
27061,139828,1.0,1053.03
