transaction_id,customer_id,transaction_date,transaction_type,amount
99452,6305,2025-01-06 19:00:00,Bank Transfer,604554.71
17030,4371,2025-01-06 19:00:00,Shopping Payment,264611.8
112103,5272,2025-01-06 19:00:00,Shopping Payment,487372.82
120842,9729,2025-01-06 19:00:00,Bank Transfer,58533.08
88307,8088,2025-01-06 19:00:00,Shopping Payment,94305.42
154370,5106,2025-01-06 19:00:00,Shopping Payment,359222.58
17092,3793,2025-01-06 19:00:00,Bank Transfer,316573.55
178565,6297,2025-01-06 19:00:00,Shopping Payment,328548.45
24154,3304,2025-01-06 20:00:00,Shopping Payment,165208.44
71953,7149,2025-01-06 20:00:00,Shopping Payment,208479.32
46905,9517,2025-01-06 20:00:00,Bank Transfer,1116558.37
77989,7318,2025-01-06 20:00:00,Shopping Payment,172302.34
177206,2806,2025-01-06 20:00:00,Shopping Payment,117859.49
73322,2574,2025-01-06 20:00:00,Bank Transfer,1474727.48
164021,4384,2025-01-06 20:00:00,Shopping Payment,147548.0
172493,9864,2025-01-06 20:00:00,Shopping Payment,66519.39
195550,1386,2025-01-06 20:00:00,Bank Transfer,1292305.92
108296,3101,2025-01-06 20:00:00,Bank Transfer,621288.47
172318,9774,2025-01-06 20:00:00,Shopping Payment,77979.16
79151,9628,2025-01-06 20:00:00,Bank Transfer,1405316.78
23748,3277,2025-01-06 20:00:00,Bank Transfer,165453.71
120188,9143,2025-01-06 20:00:00,Bank Transfer,362106.2
44166,8647,2025-01-06 20:00:00,Bank Transfer,719268.42
164920,572,2025-01-06 20:00:00,Bank Transfer,344060.75
31785,3422,2025-01-06 21:00:00,Bank Transfer,168143.33
195465,8457,2025-01-06 21:00:00,Shopping Payment,377800.1
71319,8234,2025-01-06 21:00:00,Shopping Payment,144015.81
90209,6039,2025-01-06 21:00:00,Shopping Payment,321279.53
36364,3838,2025-01-06 21:00:00,Shopping Payment,135782.11
48849,6350,2025-01-06 21:00:00,Shopping Payment,88716.09
130233,4175,2025-01-06 21:00:00,Shopping Payment,333574.43
183401,5180,2025-01-06 21:00:00,Bank Transfer,197427.0
100758,3432,2025-01-06 21:00:00,Shopping Payment,188088.42
97535,5438,2025-01-06 21:00:00,Shopping Payment,407341.79
38785,7027,2025-01-06 22:00:00,Shopping Payment,134526.96
104871,787,2025-01-06 22:00:00,Bank Transfer,124212.0
68941,685,2025-01-06 22:00:00,Bank Transfer,371011.66
195498,1294,2025-01-06 22:00:00,Shopping Payment,512143.54
176131,7770,2025-01-06 22:00:00,Bank Transfer,297744.75
158634,1747,2025-01-06 22:00:00,Bank Transfer,220199.15
39284,705,2025-01-06 22:00:00,Shopping Payment,30602.49
5730,5794,2025-01-06 22:00:00,Shopping Payment,391470.77
190600,779,2025-01-06 22:00:00,Shopping Payment,91771.16
1057,15,2025-01-06 22:00:00,Bank Transfer,505356.59
159455,1595,2025-01-06 22:00:00,Bank Transfer,384659.96
106829,9066,2025-01-06 22:00:00,Bank Transfer,239619.11
195601,4955,2025-01-06 22:00:00,Shopping Payment,48666.27
117711,1867,2025-01-06 22:00:00,Bank Transfer,483776.88
115969,2119,2025-01-06 22:00:00,Shopping Payment,295732.1
127533,7840,2025-01-06 22:00:00,Bank Transfer,203670.38
70651,8450,2025-01-06 22:00:00,Bank Transfer,131995.49
24806,3653,2025-01-06 22:00:00,Shopping Payment,169178.21
81349,9360,2025-01-06 23:00:00,Shopping Payment,64044.63
107116,9273,2025-01-06 23:00:00,Bank Transfer,234504.23
79816,7051,2025-01-06 23:00:00,Bank Transfer,1752378.61
100050,6272,2025-01-06 23:00:00,Bank Transfer,82705.48
86320,4626,2025-01-06 23:00:00,Bank Transfer,315870.56
80393,4316,2025-01-06 23:00:00,Shopping Payment,34821.71
166319,8087,2025-01-06 23:00:00,Shopping Payment,360158.94
139418,8571,2025-01-06 23:00:00,Bank Transfer,796268.84
76757,989,2025-01-06 23:00:00,Shopping Payment,186814.63
4915,9310,2025-01-06 23:00:00,Shopping Payment,336557.08
37581,6222,2025-01-06 23:00:00,Shopping Payment,487924.77
190975,943,2025-01-06 23:00:00,Bank Transfer,168360.73
177363,7753,2025-01-06 23:00:00,Shopping Payment,214755.97
113838,2256,2025-01-06 23:00:00,Bank Transfer,934689.89
71346,364,2025-01-06 23:00:00,Bank Transfer,87949.66
65224,9673,2025-01-06 23:00:00,Bank Transfer,320254.37
140931,2676,2025-01-06 23:00:00,Bank Transfer,370042.84
38470,3006,2025-01-06 23:00:00,Shopping Payment,53106.91
2245,5456,2025-01-06 23:00:00,Bank Transfer,1302127.9
183183,2082,2025-01-06 23:00:00,Bank Transfer,550933.2
113863,1929,2025-01-06 23:00:00,Bank Transfer,749556.08
108738,5613,2025-01-06 23:00:00,Shopping Payment,88545.67
114058,6027,2025-01-06 23:00:00,Shopping Payment,182696.11
78575,1765,2025-01-06 23:00:00,Shopping Payment,136022.38
120376,1416,2025-01-07 00:00:00,Shopping Payment,186504.33
51927,3467,2025-01-07 00:00:00,Shopping Payment,140740.05
11702,969,2025-01-07 00:00:00,Bank Transfer,538628.53
181972,9098,2025-01-07 00:00:00,Bank Transfer,81806.23
125577,703,2025-01-07 00:00:00,Shopping Payment,49114.8
74902,3822,2025-01-07 00:00:00,Shopping Payment,365553.92
79143,5268,2025-01-07 00:00:00,Bank Transfer,136712.25
22630,7832,2025-01-07 00:00:00,Shopping Payment,76847.38
191608,2460,2025-01-07 00:00:00,Shopping Payment,1067065.42
58420,2724,2025-01-07 00:00:00,Shopping Payment,147349.83
158742,495,2025-01-07 00:00:00,Bank Transfer,208453.99
35648,468,2025-01-07 00:00:00,Shopping Payment,186465.26
55655,5599,2025-01-07 00:00:00,Shopping Payment,96575.64
21769,9424,2025-01-07 00:00:00,Shopping Payment,52963.89
112203,5269,2025-01-07 00:00:00,Shopping Payment,339549.7
128084,7394,2025-01-07 01:00:00,Bank Transfer,193607.04
153641,1435,2025-01-07 01:00:00,Shopping Payment,53173.36
197249,2947,2025-01-07 01:00:00,Shopping Payment,225480.67
193095,4038,2025-01-07 01:00:00,Shopping Payment,81205.23
75339,926,2025-01-07 01:00:00,Shopping Payment,129493.53
60608,6162,2025-01-07 01:00:00,Shopping Payment,83671.15
159356,4929,2025-01-07 01:00:00,Bank Transfer,709464.16
144868,5586,2025-01-07 01:00:00,Shopping Payment,130980.22
95640,3081,2025-01-07 01:00:00,Shopping Payment,154950.79
141672,7004,2025-01-07 01:00:00,Shopping Payment,156976.19
72870,6508,2025-01-07 01:00:00,Shopping Payment,123459.49
160281,3113,2025-01-07 01:00:00,Shopping Payment,88636.0
164769,5036,2025-01-07 01:00:00,Bank Transfer,417099.61
8967,4976,2025-01-07 01:00:00,Bank Transfer,312175.07
186858,1297,2025-01-07 01:00:00,Shopping Payment,342691.15
5737,5266,2025-01-07 01:00:00,Bank Transfer,334218.46
75849,2422,2025-01-07 02:00:00,Shopping Payment,330274.44
90403,5034,2025-01-07 02:00:00,Shopping Payment,294043.65
195310,6836,2025-01-07 02:00:00,Shopping Payment,366856.5
28884,1895,2025-01-07 02:00:00,Bank Transfer,661730.8
126779,8945,2025-01-07 02:00:00,Shopping Payment,35403.14
56896,2074,2025-01-07 02:00:00,Bank Transfer,501303.36
122695,8119,2025-01-07 02:00:00,Bank Transfer,393518.81
122347,4518,2025-01-07 02:00:00,Bank Transfer,226314.47
129546,3320,2025-01-07 02:00:00,Shopping Payment,60221.2
61255,193,2025-01-07 02:00:00,Shopping Payment,49339.48
116427,6674,2025-01-07 02:00:00,Shopping Payment,230183.62
57554,382,2025-01-07 02:00:00,Bank Transfer,408860.7
170879,1134,2025-01-07 02:00:00,Shopping Payment,191180.12
115389,7229,2025-01-07 02:00:00,Shopping Payment,149706.78
4592,7458,2025-01-07 02:00:00,Bank Transfer,394732.73
190951,3290,2025-01-07 02:00:00,Shopping Payment,235816.16
143568,3836,2025-01-07 02:00:00,Bank Transfer,2078811.32
30117,306,2025-01-07 02:00:00,Shopping Payment,60909.06
18215,5045,2025-01-07 02:00:00,Shopping Payment,90875.98
119369,4324,2025-01-07 02:00:00,Shopping Payment,121588.87
82095,9166,2025-01-07 02:00:00,Bank Transfer,371657.78
101853,7541,2025-01-07 03:00:00,Shopping Payment,75675.39
155712,2406,2025-01-07 03:00:00,Shopping Payment,86514.7
133492,5871,2025-01-07 03:00:00,Shopping Payment,104326.69
40321,607,2025-01-07 03:00:00,Shopping Payment,418235.44
9304,357,2025-01-07 03:00:00,Bank Transfer,1396569.46
149240,4332,2025-01-07 03:00:00,Shopping Payment,117623.62
133881,4295,2025-01-07 03:00:00,Shopping Payment,77356.45
142596,5813,2025-01-07 03:00:00,Bank Transfer,232243.9
103998,155,2025-01-07 03:00:00,Bank Transfer,62964.86
84131,9502,2025-01-07 03:00:00,Shopping Payment,191467.64
138042,9876,2025-01-07 03:00:00,Shopping Payment,86778.61
51354,4311,2025-01-07 03:00:00,Shopping Payment,58245.6
19452,4928,2025-01-07 03:00:00,Bank Transfer,167910.69
75055,6459,2025-01-07 03:00:00,Shopping Payment,149900.7
69598,107,2025-01-07 03:00:00,Bank Transfer,516070.82
85794,7037,2025-01-07 03:00:00,Bank Transfer,75606.68
15966,8634,2025-01-07 03:00:00,Bank Transfer,178381.38
10090,3082,2025-01-07 04:00:00,Bank Transfer,1886093.54
109247,1721,2025-01-07 04:00:00,Bank Transfer,274943.36
106926,2399,2025-01-07 04:00:00,Shopping Payment,310457.75
139119,4590,2025-01-07 04:00:00,Bank Transfer,318046.49
51095,4032,2025-01-07 04:00:00,Shopping Payment,102015.48
133536,6906,2025-01-07 04:00:00,Shopping Payment,209996.72
109380,7643,2025-01-07 04:00:00,Shopping Payment,308889.5
188694,9040,2025-01-07 04:00:00,Shopping Payment,329890.94
2085,6440,2025-01-07 04:00:00,Bank Transfer,644528.17
28734,6572,2025-01-07 04:00:00,Bank Transfer,2823698.79
128899,3278,2025-01-07 04:00:00,Shopping Payment,198655.27
142386,5867,2025-01-07 04:00:00,Shopping Payment,451824.87
16012,792,2025-01-07 05:00:00,Shopping Payment,420621.86
128658,3717,2025-01-07 05:00:00,Shopping Payment,156377.22
99889,1297,2025-01-07 05:00:00,Shopping Payment,369850.28
28830,6798,2025-01-07 05:00:00,Shopping Payment,322819.71
55731,2500,2025-01-07 05:00:00,Shopping Payment,188397.36
52259,265,2025-01-07 05:00:00,Shopping Payment,127612.23
79268,1841,2025-01-07 05:00:00,Bank Transfer,730746.3
14380,1677,2025-01-07 05:00:00,Shopping Payment,257840.67
122362,3409,2025-01-07 05:00:00,Shopping Payment,41679.29
12341,1148,2025-01-07 05:00:00,Shopping Payment,258136.27
144402,4591,2025-01-07 05:00:00,Bank Transfer,55616.65
180965,8661,2025-01-07 05:00:00,Shopping Payment,279899.35
163192,2520,2025-01-07 05:00:00,Shopping Payment,142514.91
28878,7307,2025-01-07 05:00:00,Shopping Payment,117115.27
174154,5920,2025-01-07 05:00:00,Shopping Payment,158591.4
181888,3690,2025-01-07 05:00:00,Bank Transfer,221972.58
50213,7629,2025-01-07 05:00:00,Shopping Payment,42137.98
94042,6125,2025-01-07 06:00:00,Bank Transfer,278405.61
195707,4807,2025-01-07 06:00:00,Shopping Payment,174197.64
121163,4241,2025-01-07 06:00:00,Shopping Payment,127260.72
168337,2425,2025-01-07 06:00:00,Shopping Payment,94848.71
40183,5831,2025-01-07 06:00:00,Bank Transfer,1233266.7
59225,5487,2025-01-07 06:00:00,Shopping Payment,71463.48
90951,1607,2025-01-07 06:00:00,Bank Transfer,186458.38
197230,1578,2025-01-07 06:00:00,Bank Transfer,1270190.46
120175,3826,2025-01-07 06:00:00,Bank Transfer,358541.91
101039,6879,2025-01-07 06:00:00,Shopping Payment,157938.36
133545,6835,2025-01-07 06:00:00,Bank Transfer,307199.3
119342,5424,2025-01-07 06:00:00,Bank Transfer,117891.46
137357,3629,2025-01-07 06:00:00,Shopping Payment,125710.01
11897,5474,2025-01-07 06:00:00,Shopping Payment,95501.39
12703,2638,2025-01-07 06:00:00,Shopping Payment,117390.96
29798,5214,2025-01-07 06:00:00,Bank Transfer,468749.65
180788,7837,2025-01-07 07:00:00,Shopping Payment,30996.07
55500,3595,2025-01-07 07:00:00,Shopping Payment,95647.77
39645,6170,2025-01-07 07:00:00,Shopping Payment,42846.95
52196,3591,2025-01-07 07:00:00,Shopping Payment,97124.3
44580,2543,2025-01-07 07:00:00,Shopping Payment,31936.2
99798,4756,2025-01-07 07:00:00,Bank Transfer,634342.54
69715,270,2025-01-07 07:00:00,Shopping Payment,1282867.3
105925,3629,2025-01-07 07:00:00,Shopping Payment,81444.51
27526,4793,2025-01-07 07:00:00,Bank Transfer,85025.22
47911,6104,2025-01-07 08:00:00,Bank Transfer,191909.74
110779,3397,2025-01-07 08:00:00,Shopping Payment,320744.8
25486,1081,2025-01-07 08:00:00,Shopping Payment,64600.2
24084,1357,2025-01-07 08:00:00,Shopping Payment,70591.65
36953,5822,2025-01-07 08:00:00,Bank Transfer,341669.09
7164,2218,2025-01-07 08:00:00,Bank Transfer,956463.74
151931,9875,2025-01-07 08:00:00,Shopping Payment,62311.96
159767,3155,2025-01-07 08:00:00,Shopping Payment,165185.18
134446,2336,2025-01-07 08:00:00,Bank Transfer,973670.11
21306,6541,2025-01-07 08:00:00,Shopping Payment,368075.81
150071,7296,2025-01-07 09:00:00,Bank Transfer,741809.33
47270,535,2025-01-07 09:00:00,Shopping Payment,193903.36
11980,164,2025-01-07 09:00:00,Shopping Payment,177255.96
198503,7845,2025-01-07 09:00:00,Shopping Payment,116975.94
182602,6619,2025-01-07 09:00:00,Bank Transfer,90519.96
137569,5403,2025-01-07 09:00:00,Shopping Payment,370890.46
110181,2119,2025-01-07 09:00:00,Shopping Payment,64481.48
92473,7728,2025-01-07 09:00:00,Shopping Payment,181690.55
178926,4596,2025-01-07 09:00:00,Bank Transfer,357717.27
184599,7541,2025-01-07 09:00:00,Bank Transfer,929356.84
74470,1552,2025-01-07 09:00:00,Shopping Payment,195299.52
187464,6023,2025-01-07 09:00:00,Bank Transfer,470866.35
109096,18,2025-01-07 09:00:00,Shopping Payment,73584.59
73211,5447,2025-01-07 09:00:00,Shopping Payment,67313.6
31387,2138,2025-01-07 10:00:00,Shopping Payment,95351.1
76414,2143,2025-01-07 10:00:00,Shopping Payment,99332.22
142651,7881,2025-01-07 10:00:00,Shopping Payment,281267.83
40479,7316,2025-01-07 10:00:00,Bank Transfer,627944.12
146240,1249,2025-01-07 10:00:00,Bank Transfer,96588.83
128317,5134,2025-01-07 10:00:00,Bank Transfer,165816.1
120096,1180,2025-01-07 10:00:00,Shopping Payment,100558.45
89952,6010,2025-01-07 10:00:00,Shopping Payment,148064.9
182550,4823,2025-01-07 10:00:00,Shopping Payment,107870.47
18397,1211,2025-01-07 10:00:00,Bank Transfer,1620762.85
106298,5430,2025-01-07 10:00:00,Bank Transfer,1647666.1
185216,9418,2025-01-07 10:00:00,Bank Transfer,122257.23
120045,2399,2025-01-07 10:00:00,Shopping Payment,156451.59
105450,5268,2025-01-07 10:00:00,Shopping Payment,313548.32
142769,3682,2025-01-07 10:00:00,Shopping Payment,33327.98
177384,1449,2025-01-07 11:00:00,Shopping Payment,85882.61
107296,3533,2025-01-07 11:00:00,Shopping Payment,187923.9
101772,9273,2025-01-07 11:00:00,Bank Transfer,423699.57
199899,8578,2025-01-07 11:00:00,Shopping Payment,161544.25
68666,996,2025-01-07 11:00:00,Shopping Payment,140111.08
37273,7933,2025-01-07 11:00:00,Bank Transfer,1002613.47
75414,8404,2025-01-07 11:00:00,Bank Transfer,154361.97
184660,9551,2025-01-07 11:00:00,Shopping Payment,421799.95
154429,4520,2025-01-07 11:00:00,Shopping Payment,78251.7
28694,3,2025-01-07 11:00:00,Shopping Payment,86218.3
32729,1934,2025-01-07 11:00:00,Bank Transfer,157502.15
176187,9996,2025-01-07 11:00:00,Shopping Payment,83503.29
137026,1394,2025-01-07 11:00:00,Shopping Payment,256393.26
122219,1525,2025-01-07 11:00:00,Shopping Payment,391410.45
44636,47,2025-01-07 11:00:00,Shopping Payment,137912.95
14876,5907,2025-01-07 11:00:00,Shopping Payment,185244.13
81747,941,2025-01-07 12:00:00,Bank Transfer,357140.16
146807,3347,2025-01-07 12:00:00,Shopping Payment,189180.21
138353,3946,2025-01-07 12:00:00,Shopping Payment,59834.42
164628,2628,2025-01-07 12:00:00,Bank Transfer,86183.59
131602,16,2025-01-07 12:00:00,Bank Transfer,206376.4
66844,2383,2025-01-07 12:00:00,Shopping Payment,231786.76
57274,2750,2025-01-07 12:00:00,Shopping Payment,171604.1
83603,1011,2025-01-07 12:00:00,Shopping Payment,270144.66
94798,8293,2025-01-07 12:00:00,Shopping Payment,187249.37
26868,5017,2025-01-07 12:00:00,Bank Transfer,303534.73
46160,5722,2025-01-07 12:00:00,Bank Transfer,161169.45
68523,49,2025-01-07 12:00:00,Bank Transfer,118249.33
44332,7054,2025-01-07 13:00:00,Shopping Payment,119276.87
82746,2639,2025-01-07 13:00:00,Shopping Payment,137253.33
21217,3330,2025-01-07 13:00:00,Bank Transfer,320378.12
146848,5659,2025-01-07 13:00:00,Shopping Payment,58298.24
98743,6603,2025-01-07 13:00:00,Shopping Payment,341637.67
152759,9237,2025-01-07 13:00:00,Bank Transfer,470007.06
153742,173,2025-01-07 13:00:00,Shopping Payment,154834.5
132631,4760,2025-01-07 13:00:00,Shopping Payment,55880.75
74175,8939,2025-01-07 13:00:00,Shopping Payment,115527.28
143852,5767,2025-01-07 13:00:00,Bank Transfer,147873.5
136642,1110,2025-01-07 13:00:00,Bank Transfer,187270.62
163982,5806,2025-01-07 13:00:00,Shopping Payment,49591.18
51419,9019,2025-01-07 13:00:00,Bank Transfer,384550.74
57663,5366,2025-01-07 13:00:00,Bank Transfer,461134.59
186182,9143,2025-01-07 13:00:00,Bank Transfer,297030.06
30999,2791,2025-01-07 13:00:00,Bank Transfer,295910.71
91379,6891,2025-01-07 13:00:00,Bank Transfer,630603.2
50251,5161,2025-01-07 13:00:00,Bank Transfer,456377.07
173896,4392,2025-01-07 13:00:00,Shopping Payment,138380.01
161341,4132,2025-01-07 13:00:00,Bank Transfer,89234.6
87138,2799,2025-01-07 14:00:00,Bank Transfer,297301.8
86439,6659,2025-01-07 14:00:00,Bank Transfer,650600.01
10555,6131,2025-01-07 14:00:00,Shopping Payment,213821.88
76285,4652,2025-01-07 14:00:00,Bank Transfer,554707.0
72170,8274,2025-01-07 14:00:00,Bank Transfer,631574.37
192304,3694,2025-01-07 14:00:00,Shopping Payment,81578.45
177672,822,2025-01-07 14:00:00,Shopping Payment,144825.56
26029,2599,2025-01-07 14:00:00,Shopping Payment,76140.73
14784,4845,2025-01-07 14:00:00,Shopping Payment,119254.67
89102,498,2025-01-07 14:00:00,Shopping Payment,98580.09
128050,3603,2025-01-07 14:00:00,Shopping Payment,217730.06
174351,6088,2025-01-07 15:00:00,Shopping Payment,125504.53
59268,427,2025-01-07 15:00:00,Bank Transfer,272426.2
176652,1638,2025-01-07 15:00:00,Shopping Payment,104083.41
18519,977,2025-01-07 15:00:00,Bank Transfer,923933.46
146961,2951,2025-01-07 15:00:00,Bank Transfer,1255009.51
141567,4454,2025-01-07 15:00:00,Bank Transfer,378827.78
153386,5603,2025-01-07 15:00:00,Bank Transfer,148619.25
54680,4429,2025-01-07 15:00:00,Bank Transfer,262723.79
7987,4144,2025-01-07 15:00:00,Bank Transfer,193971.72
198140,1276,2025-01-07 15:00:00,Shopping Payment,200429.5
12664,8287,2025-01-07 15:00:00,Shopping Payment,85379.9
49162,6971,2025-01-07 15:00:00,Bank Transfer,176608.2
105277,2336,2025-01-07 15:00:00,Bank Transfer,465872.5
28018,2686,2025-01-07 15:00:00,Bank Transfer,240303.44
9709,4827,2025-01-07 15:00:00,Bank Transfer,332288.59
19408,6097,2025-01-07 15:00:00,Bank Transfer,319498.56
13816,2644,2025-01-07 16:00:00,Shopping Payment,268928.89
8758,5634,2025-01-07 16:00:00,Bank Transfer,844344.77
30769,1673,2025-01-07 16:00:00,Shopping Payment,247544.07
122384,6819,2025-01-07 16:00:00,Shopping Payment,353732.4
77775,4693,2025-01-07 16:00:00,Shopping Payment,298359.93
162752,4658,2025-01-07 16:00:00,Shopping Payment,264411.0
175779,9916,2025-01-07 16:00:00,Bank Transfer,122595.59
128892,9583,2025-01-07 16:00:00,Shopping Payment,630615.5
87890,742,2025-01-07 16:00:00,Shopping Payment,280293.07
137502,755,2025-01-07 16:00:00,Bank Transfer,824743.48
17425,8736,2025-01-07 16:00:00,Bank Transfer,168762.1
51543,2186,2025-01-07 16:00:00,Bank Transfer,1182994.37
120339,203,2025-01-07 16:00:00,Shopping Payment,720365.49
193210,7779,2025-01-07 16:00:00,Shopping Payment,58595.59
120875,4023,2025-01-07 16:00:00,Shopping Payment,100187.68
101530,347,2025-01-07 16:00:00,Bank Transfer,737697.37
62407,699,2025-01-07 16:00:00,Bank Transfer,545697.04
58418,1542,2025-01-07 16:00:00,Bank Transfer,679799.28
133326,8188,2025-01-07 17:00:00,Shopping Payment,250447.19
183493,6107,2025-01-07 17:00:00,Bank Transfer,87716.66
121367,2270,2025-01-07 17:00:00,Shopping Payment,299929.27
177264,5227,2025-01-07 17:00:00,Shopping Payment,125687.88
195267,7653,2025-01-07 17:00:00,Shopping Payment,303253.42
157048,7121,2025-01-07 17:00:00,Shopping Payment,211174.69
119111,9701,2025-01-07 17:00:00,Shopping Payment,179595.73
21122,9804,2025-01-07 17:00:00,Bank Transfer,73513.28
61947,3909,2025-01-07 17:00:00,Shopping Payment,28643.42
110927,5057,2025-01-07 17:00:00,Shopping Payment,226177.94
102008,1532,2025-01-07 17:00:00,Bank Transfer,365058.93
109459,3048,2025-01-07 17:00:00,Shopping Payment,261314.3
43284,9061,2025-01-07 17:00:00,Bank Transfer,153345.64
34882,2422,2025-01-07 17:00:00,Bank Transfer,733480.36
137529,6410,2025-01-07 17:00:00,Shopping Payment,69003.32
64117,9355,2025-01-07 18:00:00,Bank Transfer,151692.29
129994,8642,2025-01-07 18:00:00,Shopping Payment,49433.29
47402,6857,2025-01-07 18:00:00,Bank Transfer,827592.89
168130,1804,2025-01-07 18:00:00,Shopping Payment,345646.99
129648,2452,2025-01-07 18:00:00,Bank Transfer,615517.07
146640,3154,2025-01-07 18:00:00,Shopping Payment,232448.61
92729,653,2025-01-07 18:00:00,Shopping Payment,339289.31
87028,9613,2025-01-07 18:00:00,Shopping Payment,137140.57
191483,9451,2025-01-07 18:00:00,Shopping Payment,57341.36
194191,3576,2025-01-07 18:00:00,Shopping Payment,293927.15
98998,4360,2025-01-07 18:00:00,Shopping Payment,260486.91
180702,2626,2025-01-07 18:00:00,Shopping Payment,199214.45
56489,602,2025-01-07 18:00:00,Shopping Payment,162898.22
22330,2241,2025-01-07 18:00:00,Shopping Payment,250947.36
83378,9276,2025-01-07 19:00:00,Bank Transfer,221799.11
5752,7776,2025-01-07 19:00:00,Shopping Payment,54855.88
162751,4491,2025-01-07 19:00:00,Bank Transfer,128582.42
111522,145,2025-01-07 19:00:00,Shopping Payment,393422.1
3056,3330,2025-01-07 19:00:00,Bank Transfer,236001.38
73805,5249,2025-01-07 19:00:00,Bank Transfer,433903.51
120401,2228,2025-01-07 19:00:00,Shopping Payment,93653.97
187121,3812,2025-01-07 19:00:00,Shopping Payment,175217.55
124587,2123,2025-01-07 19:00:00,Bank Transfer,346641.9
50267,8468,2025-01-07 19:00:00,Shopping Payment,106149.41
135230,7532,2025-01-07 19:00:00,Shopping Payment,285309.86
130210,1233,2025-01-07 19:00:00,Shopping Payment,74885.97
118220,2355,2025-01-07 19:00:00,Shopping Payment,249949.52
128873,8105,2025-01-07 19:00:00,Shopping Payment,143835.23
71399,6787,2025-01-07 19:00:00,Shopping Payment,250518.79
183730,1127,2025-01-07 19:00:00,Shopping Payment,77989.46
16279,3491,2025-01-07 19:00:00,Bank Transfer,127568.73
185111,9228,2025-01-07 19:00:00,Bank Transfer,169880.05
99263,8696,2025-01-07 20:00:00,Shopping Payment,103494.52
162491,637,2025-01-07 20:00:00,Bank Transfer,326827.22
30592,4434,2025-01-07 20:00:00,Bank Transfer,144502.57
118998,4949,2025-01-07 20:00:00,Shopping Payment,101712.36
191615,3133,2025-01-07 20:00:00,Bank Transfer,143960.43
11164,8373,2025-01-07 20:00:00,Bank Transfer,169230.44
21627,582,2025-01-07 20:00:00,Shopping Payment,175549.63
121471,8269,2025-01-07 20:00:00,Shopping Payment,101974.65
41875,4688,2025-01-07 20:00:00,Shopping Payment,143629.67
81975,5883,2025-01-07 20:00:00,Bank Transfer,345433.57
59437,4799,2025-01-07 21:00:00,Shopping Payment,459663.23
165124,84,2025-01-07 21:00:00,Bank Transfer,385462.45
96462,1906,2025-01-07 21:00:00,Shopping Payment,244794.89
166071,4869,2025-01-07 21:00:00,Shopping Payment,146021.79
164099,1642,2025-01-07 21:00:00,Shopping Payment,69927.16
16577,4416,2025-01-07 21:00:00,Bank Transfer,280063.54
1794,1765,2025-01-07 21:00:00,Shopping Payment,43784.51
63561,1914,2025-01-07 21:00:00,Shopping Payment,84520.51
176542,2099,2025-01-07 21:00:00,Shopping Payment,100779.97
40559,436,2025-01-07 21:00:00,Bank Transfer,804322.36
21141,1391,2025-01-07 21:00:00,Shopping Payment,337099.48
78537,1550,2025-01-07 21:00:00,Shopping Payment,453281.07
23701,181,2025-01-07 21:00:00,Shopping Payment,636563.59
70946,677,2025-01-07 21:00:00,Bank Transfer,150992.83
74570,4249,2025-01-07 21:00:00,Shopping Payment,82343.98
132539,9648,2025-01-07 21:00:00,Bank Transfer,72449.54
71142,7332,2025-01-07 21:00:00,Bank Transfer,2273301.79
63486,4125,2025-01-07 21:00:00,Shopping Payment,406252.94
153387,7688,2025-01-07 22:00:00,Shopping Payment,825378.15
122936,5625,2025-01-07 22:00:00,Shopping Payment,120535.21
53405,9289,2025-01-07 22:00:00,Shopping Payment,186348.02
120250,9438,2025-01-07 22:00:00,Bank Transfer,353252.27
196318,4270,2025-01-07 22:00:00,Shopping Payment,27815.53
174477,6092,2025-01-07 22:00:00,Bank Transfer,201993.28
107341,2502,2025-01-07 22:00:00,Bank Transfer,458868.3
69950,2126,2025-01-07 22:00:00,Bank Transfer,104077.06
163180,6515,2025-01-07 22:00:00,Shopping Payment,42216.02
75963,1535,2025-01-07 22:00:00,Shopping Payment,46350.51
150611,771,2025-01-07 22:00:00,Shopping Payment,96235.07
176091,7313,2025-01-07 22:00:00,Bank Transfer,250022.45
108020,1374,2025-01-07 22:00:00,Shopping Payment,71240.98
140323,1748,2025-01-07 22:00:00,Shopping Payment,51627.6
149202,4303,2025-01-07 22:00:00,Shopping Payment,157400.92
137610,4150,2025-01-07 22:00:00,Shopping Payment,75349.55
89178,3264,2025-01-07 22:00:00,Shopping Payment,251189.89
9125,6782,2025-01-07 22:00:00,Bank Transfer,737289.59
115569,2067,2025-01-07 22:00:00,Bank Transfer,843797.39
106724,2101,2025-01-07 22:00:00,Shopping Payment,299794.9
137910,1102,2025-01-07 22:00:00,Bank Transfer,1247383.11
187103,3133,2025-01-07 22:00:00,Bank Transfer,541382.78
162199,7315,2025-01-07 23:00:00,Bank Transfer,291896.2
152497,1807,2025-01-07 23:00:00,Shopping Payment,246307.39
41991,4614,2025-01-07 23:00:00,Bank Transfer,219023.27
48690,1532,2025-01-07 23:00:00,Shopping Payment,77622.49
108523,8219,2025-01-07 23:00:00,Bank Transfer,389412.03
103510,5136,2025-01-07 23:00:00,Shopping Payment,58008.36
98008,4134,2025-01-07 23:00:00,Shopping Payment,84448.3
166994,3,2025-01-07 23:00:00,Shopping Payment,577590.94
169297,4414,2025-01-07 23:00:00,Shopping Payment,76650.95
